Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
1729;21100229106;"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)";conference and proceedings;"16175468";0,173;-;34;416;1679;6090;450;1606;0,28;14,64;26,45;2;82;Germany;Western Europe;"Gesellschaft fur Informatik (GI)";"2001-2023";"Computer Science Applications";"Computer Science"
1730;4700152722;"Technical Services Quarterly";journal;"07317131";0,173;Q4;18;45;179;530;43;157;0,27;11,78;69,77;0;5;United States;Northern America;"Routledge";"1984-2023";"Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Computer Science; Social Sciences"
1731;54666;"International Journal of Networking and Virtual Organisations";journal;"14709503, 17415225";0,172;Q4;21;34;142;1443;114;138;0,87;42,44;37,88;0;8;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2002-2023";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
1732;18700156728;"International Journal of Vehicle Information and Communication Systems";journal;"17418208, 14710242";0,172;Q4;11;27;67;560;53;67;1,02;20,74;20,00;0;10;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005, 2008-2009, 2011, 2013, 2017-2023";"Automotive Engineering (Q4); Computer Science Applications (Q4); Control and Systems Engineering (Q4)";"Computer Science; Engineering"
1733;21100255068;"Masaryk University Journal of Law and Technology";journal;"18025951, 18025943";0,172;Q4;7;9;41;347;40;41;0,68;38,56;58,33;0;1;Czech Republic;Eastern Europe;"Faculty of Law, Masaryk University";"2013-2023";"Law (Q3); Library and Information Sciences (Q3); Computer Science Applications (Q4)";"Computer Science; Social Sciences"
1734;120165;"Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WET ICE";conference and proceedings;"15244547";0,172;-;38;0;98;0;59;92;0,60;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"1993, 1995-1996, 1998-2010, 2012-2014, 2020-2021";"Hardware and Architecture; Software";"Computer Science"
1735;22382;"Huazhong Keji Daxue Xuebao (Ziran Kexue Ban)/Journal of Huazhong University of Science and Technology (Natural Science Edition)";journal;"16714512";0,171;Q4;19;241;799;6867;476;799;0,62;28,49;30,63;0;56;China;Asiatic Region;"Huazhong University of Science and Technology";"2002-2023";"Computer Science (miscellaneous) (Q4)";"Computer Science"
1736;21100204516;"International Journal of Data Analysis Techniques and Strategies";journal;"17558050, 17558069";0,171;Q4;18;15;57;543;35;56;0,54;36,20;34,21;0;4;Switzerland;Western Europe;"Inderscience";"2011-2023";"Applied Mathematics (Q4); Information Systems (Q4); Information Systems and Management (Q4)";"Computer Science; Decision Sciences; Mathematics"
1737;20449;"International Journal of Manufacturing Technology and Management";journal;"13682148, 17415195";0,171;Q4;24;26;90;564;54;88;0,53;21,69;36,84;0;10;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2000-2023";"Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems and Management (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
1738;21100204931;"Sistemi Intelligenti";journal;"11209550, 19738226";0,171;Q4;9;43;104;1517;38;98;0,30;35,28;38,33;0;5;Italy;Western Europe;"Il Mulino publishing house";"1997-2023";"Linguistics and Language (Q2); Artificial Intelligence (Q4); Cognitive Neuroscience (Q4); Experimental and Cognitive Psychology (Q4)";"Computer Science; Neuroscience; Psychology; Social Sciences"
1739;17700155307;"Chongqing Daxue Xuebao/Journal of Chongqing University";journal;"1000582X";0,170;Q4;19;152;432;3112;218;432;0,50;20,47;32,73;0;34;China;Asiatic Region;"Editorial Board of Journal of Chongqing University";"2009-2023";"Civil and Structural Engineering (Q4); Computer Science (miscellaneous) (Q4); Electrical and Electronic Engineering (Q4); Materials Science (miscellaneous) (Q4)";"Computer Science; Engineering; Materials Science"
1740;4700152807;"Foundations and Trends in Electronic Design Automation";journal;"15513947, 15513939";0,170;Q4;18;0;2;0;1;2;1,00;0,00;0,00;0;0;United States;Northern America;"Now Publishers Inc";"2006-2020";"Computer Graphics and Computer-Aided Design (Q4); Hardware and Architecture (Q4)";"Computer Science"
1741;21100266730;"International Journal of Information Systems in the Service Sector";journal;"19355688, 19355696";0,170;Q4;15;45;64;2148;80;64;1,16;47,73;40,66;0;12;United States;Northern America;"IGI Global Publishing";"2009-2023";"Information Systems (Q4); Information Systems and Management (Q4); Management Information Systems (Q4); Management Science and Operations Research (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences"
1742;21100204111;"Smart Innovation, Systems and Technologies";book series;"21903026, 21903018";0,170;Q4;35;3197;6344;63050;3612;5781;0,55;19,72;36,58;6;1081;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"2010-2024";"Computer Science (miscellaneous) (Q4); Decision Sciences (miscellaneous) (Q4)";"Computer Science; Decision Sciences"
1743;21100781706;"South African Computer Journal";journal;"10157999, 23137835";0,170;Q4;11;21;50;877;34;44;0,79;41,76;46,15;0;5;South Africa;Africa;"South African Institute of Computer Scientists and Information Technologists";"2016-2023";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Education (Q4); Human-Computer Interaction (Q4); Information Systems (Q4)";"Computer Science; Social Sciences"
1744;17700155820;"WSEAS Transactions on Systems and Control";journal;"22242856, 19918763";0,170;Q4;20;68;200;1667;151;200;0,91;24,51;24,03;0;22;Greece;Western Europe;"World Scientific and Engineering Academy and Society";"2008-2023";"Artificial Intelligence (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
1745;16040;"Dongbei Daxue Xuebao/Journal of Northeastern University";journal;"10053026";0,169;Q4;22;233;859;4269;471;859;0,58;18,32;32,75;0;31;China;Asiatic Region;"Northeast University";"1998-2023";"Applied Mathematics (Q4); Computer Science Applications (Q4); Engineering (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
1746;21100220476;"International Journal of Work Innovation";journal;"20439032, 20439040";0,169;Q4;8;15;4;835;4;4;1,00;55,67;40,00;0;6;United Kingdom;Western Europe;"Inderscience";"2012, 2015-2017, 2020, 2022-2023";"Communication (Q3); Computer Networks and Communications (Q4); Management of Technology and Innovation (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Computer Science; Social Sciences"
1747;19600157016;"Annales Mathematicae et Informaticae";journal;"17875021, 17876117";0,168;Q4;16;27;88;461;38;88;0,44;17,07;23,64;0;1;Hungary;Eastern Europe;"Eszterhazy Karoly College";"1997-2023";"Computer Science (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Mathematics"
1748;19600161802;"International Journal of Computational Biology and Drug Design";journal;"17560764, 17560756";0,168;Q4;16;12;93;448;38;91;0,47;37,33;20,00;0;4;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2008-2023";"Computer Science Applications (Q4); Drug Discovery (Q4)";"Computer Science; Pharmacology, Toxicology and Pharmaceutics"
1749;21101079121;"TECHNO Review. International Technology, Science and Society Review / Revista Internacional de Tecnología, Ciencia y Sociedad (discontinued)";journal;"26959933";0,168;Q4;4;146;23;5529;24;23;1,04;37,87;55,74;0;49;Spain;Western Europe;"";"2021-2023";"Computer Networks and Communications (Q4); Computer Science Applications (Q4); Information Systems (Q4)";"Computer Science"
1750;21100843319;"Archives of Design Research";journal;"22882987, 12268046";0,167;Q4;8;68;163;2373;60;163;0,37;34,90;54,47;0;16;South Korea;Asiatic Region;"Korean Society of Design Science";"2017-2023";"Visual Arts and Performing Arts (Q1); Architecture (Q3); Computer Graphics and Computer-Aided Design (Q4)";"Arts and Humanities; Computer Science; Engineering"
1751;21100855992;"International Journal of Computational Economics and Econometrics";journal;"17571170, 17571189";0,167;Q4;8;29;59;1041;32;56;0,32;35,90;27,42;0;8;United Kingdom;Western Europe;"Inderscience";"2017-2023";"Computer Science Applications (Q4); Economics and Econometrics (Q4)";"Computer Science; Economics, Econometrics and Finance"
1752;21100948917;"Journal of Computational Technologies";journal;"2313691X, 15607534";0,167;Q4;4;50;120;1143;30;119;0,26;22,86;22,77;0;8;Russian Federation;Eastern Europe;"Institute of Computational Technologies SB RAS";"2019-2023";"Applied Mathematics (Q4); Computational Mathematics (Q4); Computational Theory and Mathematics (Q4); Computer Networks and Communications (Q4); Numerical Analysis (Q4); Software (Q4)";"Computer Science; Mathematics"
1753;19900188004;"Observatorio";journal;"16465954, 08748810";0,167;Q4;15;51;113;2595;56;111;0,39;50,88;60,00;0;17;Portugal;Western Europe;"OberCom - Observatorio da Comunicacao";"2011-2023";"Communication (Q3); Computer Networks and Communications (Q4)";"Computer Science; Social Sciences"
1754;21101038530;"Chinese Journal of Network and Information Security";journal;"2096109X";0,166;Q4;9;78;220;2621;147;220;0,70;33,60;31,75;0;11;China;Asiatic Region;"Beijing Xintong Media Co., Ltd.";"2019-2023";"Computer Networks and Communications (Q4)";"Computer Science"
1755;88865;"IEEE AFRICON Conference";conference and proceedings;"21530033, 21530025";0,166;-;28;0;334;0;179;332;0,48;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"1992, 1996, 1999, 2002, 2004, 2007, 2009, 2011, 2013, 2015, 2019, 2021";"Computer Science Applications; Electrical and Electronic Engineering";"Computer Science; Engineering"
1756;21100866208;"IEIE Transactions on Smart Processing and Computing";journal;"22875255";0,166;Q4;10;58;186;1357;96;186;0,52;23,40;27,08;0;10;South Korea;Asiatic Region;"Institute of Electronics Engineers of Korea";"2018-2023";"Electrical and Electronic Engineering (Q4); Signal Processing (Q4)";"Computer Science; Engineering"
1757;26713;"Jisuanji Gongcheng/Computer Engineering";journal;"10003428";0,166;Q4;20;466;1604;12347;1260;1604;0,87;26,50;35,16;0;40;China;Asiatic Region;"Shanghai Jisuanji Xuehui/Shanghai Computer Society";"1998, 2001-2006, 2019-2023";"Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Networks and Communications (Q4); Hardware and Architecture (Q4); Software (Q4)";"Computer Science"
1758;40067;"Proceedings of SPIE - The International Society for Optical Engineering";conference and proceedings;"1996756X, 0277786X";0,166;-;193;16451;33690;237861;12939;32658;0,41;14,46;28,29;2;2667;United States;Northern America;"SPIE";"1963-2023";"Applied Mathematics; Computer Science Applications; Condensed Matter Physics; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials";"Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy"
1759;21101021224;"AIUB Journal of Science and Engineering";journal;"16083679, 25204890";0,165;Q4;4;21;64;624;25;64;0,33;29,71;20,00;0;7;Bangladesh;Asiatic Region;"AIUB Office of Research and Publication";"2018-2023";"Computer Science (miscellaneous) (Q4); Engineering (miscellaneous) (Q4); Mathematics (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
1760;21100294000;"Information and Control";journal;"10020411";0,165;Q4;12;69;215;2377;170;215;0,84;34,45;30,37;0;12;China;Asiatic Region;"Science China Press";"2013-2023";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Human-Computer Interaction (Q4); Information Systems (Q4)";"Computer Science; Engineering; Mathematics"
1761;5800179618;"International Journal of Internet Protocol Technology";journal;"17438209, 17438217";0,165;Q4;16;23;87;648;59;85;0,50;28,17;32,50;0;3;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2006-2023";"Computer Networks and Communications (Q4)";"Computer Science"
1762;21100818502;"Journal of Information Systems and Telecommunication";journal;"23221437, 23452773";0,165;Q4;9;33;92;1011;51;92;0,54;30,64;20,73;0;6;Iran;Middle East;"Iranian Academic Center for Education, Culture and Research";"2013-2023";"Artificial Intelligence (Q4); Computer Networks and Communications (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4); Information Systems (Q4)";"Computer Science"
1763;19700182903;"Journal of Theoretical and Applied Information Technology";journal;"18173195, 19928645";0,165;Q4;39;739;1410;25330;939;1410;0,70;34,28;38,77;0;193;Pakistan;Asiatic Region;"Little Lion Scientific";"2005, 2008-2023";"Computer Science (miscellaneous) (Q4); Theoretical Computer Science (Q4)";"Computer Science; Mathematics"
1764;21101030114;"Scientific and Technical Journal of Information Technologies, Mechanics and Optics";journal;"22261494, 25000373";0,165;Q4;7;144;385;3032;124;385;0,45;21,06;24,89;0;22;Russian Federation;Eastern Europe;"ITMO University";"2019-2023";"Atomic and Molecular Physics, and Optics (Q4); Computer Science Applications (Q4); Electronic, Optical and Magnetic Materials (Q4); Information Systems (Q4); Mechanical Engineering (Q4)";"Computer Science; Engineering; Materials Science; Physics and Astronomy"
1765;14500154739;"Journal of Computational Methods in Sciences and Engineering";journal;"14727978";0,164;Q4;20;183;410;4173;270;407;0,60;22,80;37,07;0;44;Netherlands;Western Europe;"IOS Press BV";"2001-2023";"Computational Mathematics (Q4); Computer Science Applications (Q4); Engineering (miscellaneous) (Q4)";"Computer Science; Engineering; Mathematics"
1766;19290;"Proceedings of the International Workshop on Rapid System Prototyping";conference and proceedings;"10746005";0,164;-;21;0;22;0;19;20;1,00;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"1991-1993, 1995-2007, 2009-2011, 2019-2020";"Computer Science (miscellaneous)";"Computer Science"
1767;21100913339;"Revista de Informatica Teorica e Aplicada";journal;"21752745, 01034308";0,164;Q4;4;19;66;757;41;66;0,49;39,84;14,00;0;6;Brazil;Latin America;"Federal University of Rio Grande do Sul, Institute of Informatics";"2019-2023";"Computer Science (miscellaneous) (Q4)";"Computer Science"
1768;6400153142;"Advances in Multimedia (discontinued)";journal;"16875680, 16875699";0,163;Q4;22;385;90;8880;78;88;0,88;23,06;45,88;0;102;Egypt;Africa/Middle East;"Hindawi Limited";"2007-2023";"Computer Science (miscellaneous) (Q4)";"Computer Science"
1769;21100448964;"Chinese Journal of Liquid Crystals and Displays";journal;"10072780";0,163;Q4;12;158;501;5028;350;501;0,86;31,82;35,57;0;8;China;Asiatic Region;"Science China Press";"2015-2023";"Electronic, Optical and Magnetic Materials (Q4); Instrumentation (Q4); Signal Processing (Q4)";"Computer Science; Materials Science; Physics and Astronomy"
